country,points,price,province,title,variety,winery
France,91,130,Burgundy,Domaine Rossignol-Février Père et Fils 2015 Robardelle Premier Cru  (Volnay),Pinot Noir,Domaine Rossignol-Février Père et Fils
France,94,130,Burgundy,Albert Bichot 2014 Lavaux Saint-Jacques Premier Cru  (Gevrey-Chambertin),Pinot Noir,Albert Bichot
France,94,130,Burgundy,Alex Gambal 2011 Aux Echanges Premier Cru  (Chambolle-Musigny),Pinot Noir,Alex Gambal
France,93,130,Burgundy,Domaine de la Pousse d'Or 2009 En Caillerets Premier Cru  (Volnay),Pinot Noir,Domaine de la Pousse d'Or
France,94,130,Burgundy,Domaine Coquard Loisson-Fleurot 2014  Clos de la Roche,Pinot Noir,Domaine Coquard Loisson-Fleurot
France,92,130,Burgundy,Albert Bichot 2014 Domaine du Pavillon Les Rugiens Premier Cru  (Pommard),Pinot Noir,Albert Bichot
France,90,130,Burgundy,Domaine des Varoilles 2010 Clos du Meix des Ouches  (Gevrey-Chambertin),Pinot Noir,Domaine des Varoilles
France,93,130,Burgundy,Louis Latour 2010 Château Corton Grancey  (Corton),Pinot Noir,Louis Latour
New Zealand,92,130,Central Otago,Akarua 2012 The Siren Bannockburn Pinot Noir (Central Otago),Pinot Noir,Akarua
France,94,129,Burgundy,Domaine des Croix 2011 La Vigne au Saint  (Corton),Pinot Noir,Domaine des Croix
France,93,129,Burgundy,Louis Latour 2009 Château Corton Grancey  (Corton),Pinot Noir,Louis Latour
France,94,128,Burgundy,Domaine Vincent Girardin 2010  Charmes-Chambertin,Pinot Noir,Domaine Vincent Girardin
France,92,128,Burgundy,Domaine Jacques Prieur 2009 Premier Cru  (Gevrey-Chambertin),Pinot Noir,Domaine Jacques Prieur
France,88,128,Burgundy,Domaine Jacques Prieur 2009 Santenots  (Volnay),Pinot Noir,Domaine Jacques Prieur
France,93,128,Burgundy,Domaine René Bouvier 2011 Les Fontenys Premier Cru  (Gevrey-Chambertin),Pinot Noir,Domaine René Bouvier
France,93,127,Burgundy,Domaine Arnoux Père et Fils 2014 Le Rognet  (Corton),Pinot Noir,Domaine Arnoux Père et Fils
France,90,125,Burgundy,Domaine Faiveley 2007 Les Rugiens Premier Cru  (Pommard),Pinot Noir,Domaine Faiveley
France,91,125,Burgundy,Chanson Père et Fils 2013 La Perrière Premier Cru  (Gevrey-Chambertin),Pinot Noir,Chanson Père et Fils
US,94,125,Oregon,Penner-Ash 2014 Pas de Nom Pinot Noir (Willamette Valley),Pinot Noir,Penner-Ash
France,92,125,Burgundy,Domaine Rossignol-Février Père et Fils 2015 Les Angles Premier Cru  (Volnay),Pinot Noir,Domaine Rossignol-Février Père et Fils
France,92,125,Burgundy,Alex Gambal 2009 Les Charmes  (Chambolle-Musigny),Pinot Noir,Alex Gambal
US,93,125,California,Wayfarer 2012 Paige's Ridge Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
US,95,125,California,Wedell Cellars 2010 Hillside Vineyard Pinot Noir (Edna Valley),Pinot Noir,Wedell Cellars
US,91,125,Oregon,Torii Mor 2012 Olson Estate Vineyard Old Vine Reserve Pinot Noir (Dundee Hills),Pinot Noir,Torii Mor
US,97,125,California,Williams Selyem 2010 30th Anniversary Cuvée Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
France,96,125,Burgundy,Louis Jadot 2005 Clos Saint Jacques Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot
France,94,125,Burgundy,Alex Gambal 2013 Aux Échanges Premier Cru  (Chambolle-Musigny),Pinot Noir,Alex Gambal
US,90,125,Oregon,Domaine Serene 2014 Aspect Pinot Noir (Dundee Hills),Pinot Noir,Domaine Serene
France,93,125,Burgundy,Maison Champy 2006  Mazis-Chambertin,Pinot Noir,Maison Champy
Germany,89,125,Ahr,Jean Stodden 2008 Recher Herrenberg Pinot Noir (Ahr),Pinot Noir,Jean Stodden
US,90,125,Oregon,Adelsheim 2012 Quarter Mile Lane Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Adelsheim
Australia,89,125,Victoria,Mount Mary 2006 Pinot Noir (Yarra Valley),Pinot Noir,Mount Mary
US,90,125,Oregon,White Rose 2014 White Rose Vineyard Pinot Noir (Dundee Hills),Pinot Noir,White Rose
France,93,125,Burgundy,Domaine Moillard 2005 Beaux-Monts Premier Cru  (Vosne-Romanée),Pinot Noir,Domaine Moillard
Argentina,93,125,Other,Bodega Chacra 2008 Cincuenta y Cinco Pinot Noir (Río Negro Valley),Pinot Noir,Bodega Chacra
US,91,125,California,Ca' Del Grevino 2014 Estate Vineyards Pinot Noir (Santa Maria Valley),Pinot Noir,Ca' Del Grevino
US,97,125,California,Williams Selyem 2010 30th Anniversary Cuvée Burt Williams' Morning Dew Ranch Pinot Noir (Anderson Valley),Pinot Noir,Williams Selyem
France,92,125,Burgundy,Chanson Père et Fils 2005 Les Boudots Premier Cru  (Nuits-St.-Georges),Pinot Noir,Chanson Père et Fils
US,90,125,California,Galatea Effect 2013 Laminar Flow Pinot Noir (Sonoma Coast),Pinot Noir,Galatea Effect
France,95,125,Burgundy,Domaine Arnoux Père et Fils 2015 Le Rognet  (Corton),Pinot Noir,Domaine Arnoux Père et Fils
US,95,125,California,Wedell Cellars 2010 Hillside Vineyard Pinot Noir (Edna Valley),Pinot Noir,Wedell Cellars
France,93,124,Burgundy,Roche de Bellene 2012 Aux Boudots Premier Cru  (Nuits-St.-Georges),Pinot Noir,Roche de Bellene
France,92,124,Burgundy,Domaine Faiveley 2014 Aux Chaignots Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Faiveley
France,92,123,Burgundy,Domaine Faiveley 2011 Les Cazetiers Premier Cru  (Gevrey-Chambertin),Pinot Noir,Domaine Faiveley
France,93,122,Burgundy,Louis Jadot 2013 Petite Chapelle Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot
New Zealand,91,120,Martinborough,Dry River 2013 Pinot Noir (Martinborough),Pinot Noir,Dry River
Argentina,91,120,Other,Bodega Chacra 2009 Cincuenta y Cinco Pinot Noir (Río Negro Valley),Pinot Noir,Bodega Chacra
France,93,120,Burgundy,Camille Giroud 2008 Corton le Rognet  (Corton),Pinot Noir,Camille Giroud
France,87,120,Burgundy,L. Tramier & Fils 2012 Collection  (Chambolle-Musigny),Pinot Noir,L. Tramier & Fils
France,89,120,Burgundy,Domaine Moillard 2009 Rugiens Premier Cru  (Pommard),Pinot Noir,Domaine Moillard
US,94,120,California,Goldeneye 2013 Ten Degrees Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye
France,92,120,Burgundy,Domaines Devillard 2010 Domaine des Perdrix Les 8 Ouvrées Aux Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaines Devillard
US,94,120,California,Goldeneye 2014 Ten Degrees Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye
New Zealand,91,120,Martinborough,Dry River 2013 Pinot Noir (Martinborough),Pinot Noir,Dry River
US,92,120,California,Donum 2010 Tenth Anniversary Estate Grown Pinot Noir (Carneros),Pinot Noir,Donum
New Zealand,89,120,Central Otago,Amisfield 2012 RKV Reserve Pinot Noir (Central Otago),Pinot Noir,Amisfield
France,92,120,Burgundy,Domaine Coquard Loisson-Fleurot 2014  Clos de Vougeot,Pinot Noir,Domaine Coquard Loisson-Fleurot
US,87,120,California,Evening Land 2011 Occidental Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Evening Land
US,94,120,California,Donum 2012 1870 Pinot Noir (Carneros),Pinot Noir,Donum
New Zealand,89,120,Central Otago,Amisfield 2012 RKV Reserve Pinot Noir (Central Otago),Pinot Noir,Amisfield
France,92,120,Champagne,J. Dumangin Fils NV Cuvée Hippolyte Brut Nature Pinot Noir (Champagne),Pinot Noir,J. Dumangin Fils
New Zealand,92,120,Central Otago,Mt. Difficulty 2013 Bannockburn Long Gully Single Vineyard Pinot Noir (Central Otago),Pinot Noir,Mt. Difficulty
France,92,120,Burgundy,Domaine Rossignol-Février Père et Fils 2015 Carelle sous la Chapelle Premier Cru  (Volnay),Pinot Noir,Domaine Rossignol-Février Père et Fils
France,91,120,Burgundy,Louis Latour 2014 Epenots Premier Cru  (Pommard),Pinot Noir,Louis Latour
France,92,120,Burgundy,Louis Latour 2012 Les Cazetiers Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Latour
US,92,120,California,Evening Land 2008 Occidental Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Evening Land
France,89,120,Burgundy,Moillard 2009 Les Saint-Georges Premier Cru  (Nuits-St.-Georges),Pinot Noir,Moillard
France,88,120,Burgundy,Louis Latour 2008 Les Cazetiers Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Latour
France,93,120,Burgundy,Albert Bichot 2014 Château Gris Premier Cru  (Nuits-St.-Georges),Pinot Noir,Albert Bichot
France,92,120,Burgundy,Philippe Pacalet 2014  Nuits-St.-Georges,Pinot Noir,Philippe Pacalet
France,91,120,Burgundy,Domaine des Perdrix 2008 Aux Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine des Perdrix
France,94,118,Burgundy,Chanson Père et Fils 2013 Clos des Fèves Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils
France,95,118,Burgundy,Domaine des Croix 2014 Grèves  (Corton),Pinot Noir,Domaine des Croix
France,91,118,Burgundy,Bouchard Père & Fils 2007 Beaune Grèves Premier Cru Vigne de l'Enfant Jésus  (Beaune),Pinot Noir,Bouchard Père & Fils
France,94,117,Burgundy,Joseph Drouhin 2012 Procès Premier Cru  (Nuits-St.-Georges),Pinot Noir,Joseph Drouhin
US,93,116,California,Hyde de Villaine 2012 Ysabel Pinot Noir (Sonoma Mountain),Pinot Noir,Hyde de Villaine
France,96,116,Burgundy,Louis Jadot 2014  Corton-Pougets,Pinot Noir,Louis Jadot
Germany,93,116,Rheingau,August Kesseler 2013 Cuvée Max Trocken Pinot Noir (Rheingau),Pinot Noir,August Kesseler
US,97,115,California,Wayfarer 2014 Golden Mean Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
US,96,115,California,Wayfarer 2014 Mother Rock Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
US,96,115,California,Wayfarer 2014 Paige's Ridge Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
France,96,115,Burgundy,Bouchard Père & Fils 2011 Le Corton  (Corton),Pinot Noir,Bouchard Père & Fils
France,94,115,Burgundy,Nicolas Potel 2014 Aux Combottes Premier Cru  (Gevrey-Chambertin),Pinot Noir,Nicolas Potel
France,95,115,Burgundy,Albert Bichot 2005 Domaine du Clos Frantin Aux Malconsorts Premier Cru  (Vosne-Romanée),Pinot Noir,Albert Bichot
US,96,115,California,Wayfarer 2012 Golden Mean Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
US,95,115,California,Wayfarer 2012 Mother Rock Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
France,93,115,Burgundy,Jean-Claude Boisset 2005  Echézeaux,Pinot Noir,Jean-Claude Boisset
US,94,115,California,Wayfarer 2013 Paige's Ridge Estate Grown Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
France,93,115,Burgundy,Bouchard Père & Fils 2006  Corton,Pinot Noir,Bouchard Père & Fils
France,91,115,Burgundy,Domaine Faiveley 2009 Les Rugiens Premier Cru  (Pommard),Pinot Noir,Domaine Faiveley
France,93,115,Burgundy,Domaine de Bellene 2014 Les Quartiers de Nuits  (Vosne-Romanée),Pinot Noir,Domaine de Bellene
US,95,115,California,Wayfarer 2013 Estate Grown Golden Mean Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
US,93,115,California,Goldeneye 2012 Ten Degrees Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye
US,93,115,California,Wayfarer 2013 Estate Grown Mother Rock Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
France,91,115,Burgundy,Bouchard Père & Fils 2006 Les Cailles Premier Cru  (Nuits-St.-Georges),Pinot Noir,Bouchard Père & Fils
France,94,115,Burgundy,Bouchard Père & Fils 2008 Vigne de l'Enfant Jésus Grèves Premier Cru  (Beaune),Pinot Noir,Bouchard Père & Fils
France,89,115,Burgundy,Louis Latour 2009 Les Damodes  (Nuits-St.-Georges),Pinot Noir,Louis Latour
France,91,114,Burgundy,Bouchard Père & Fils 2007 Les Cailles Premier Cru  (Nuits-St.-Georges),Pinot Noir,Bouchard Père & Fils
France,92,113,Burgundy,Jean-Luc and Paul Aegerter 2014 Les Rugiens Premier Cru  (Pommard),Pinot Noir,Jean-Luc and Paul Aegerter
France,93,113,Burgundy,Joseph Drouhin 2012 Premier Cru  (Chambolle-Musigny),Pinot Noir,Joseph Drouhin
France,93,113,Burgundy,Domaine Faiveley 2014 Les Porêts-Saint-Georges Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Faiveley
France,94,112,Loire Valley,Alphonse Mellot 2014 En Grands Champs  (Sancerre),Pinot Noir,Alphonse Mellot
France,91,112,Burgundy,Domaine Faiveley 2011 Aux Chaignots Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Faiveley
France,93,112,Burgundy,Roche de Bellene 2011 Aux Boudots Premier Cru  (Nuits-St.-Georges),Pinot Noir,Roche de Bellene
France,92,112,Burgundy,Chanson Père et Fils 2009 Clos des Mouches Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils
US,94,110,California,Brogan 2006 Michaela's Reserve Pinot Noir (Sonoma Coast),Pinot Noir,Brogan
US,92,110,California,Goldeneye 2010 Ten Degrees Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye
France,92,110,Burgundy,Jean-Claude Boisset 2009 Les Charmes Premier Cru  (Chambolle-Musigny),Pinot Noir,Jean-Claude Boisset
France,92,110,Burgundy,Philippe Pacalet 2014  Gevrey-Chambertin,Pinot Noir,Philippe Pacalet
France,89,110,Burgundy,Domaines Devillard 2014 Domaine des Perdrix La Perrière Premier Cru  (Gevrey-Chambertin),Pinot Noir,Domaines Devillard
US,93,110,California,Wedell Cellars 2011 The Row Find Pinot Noir (Sta. Rita Hills),Pinot Noir,Wedell Cellars
France,92,110,Burgundy,Domaine Faiveley 2010 Les Cazetiers Premier Cru  (Gevrey-Chambertin),Pinot Noir,Domaine Faiveley
France,91,110,Burgundy,L. Tramier & Fils 2013 Collection  (Corton),Pinot Noir,L. Tramier & Fils
France,91,109,Burgundy,Jean-Luc and Paul Aegerter 2013 Les Rugiens Premier Cru  (Pommard),Pinot Noir,Jean-Luc and Paul Aegerter
France,91,109,Burgundy,Jean-Luc and Paul Aegerter 2013 Les Rugiens Premier Cru  (Pommard),Pinot Noir,Jean-Luc and Paul Aegerter
France,93,109,Burgundy,Meurgey-Croses 2015 Clos de la Chapelle Premier Cru  (Volnay),Pinot Noir,Meurgey-Croses
France,93,107,Burgundy,Chanson Père et Fils 2009 Clos des Fèves Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils
France,93,107,Burgundy,Chanson Père et Fils 2009 Clos des Fèves Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils
France,91,107,Burgundy,Henri de Villamont 2005  Grands-Echezeaux,Pinot Noir,Henri de Villamont
France,93,106,Burgundy,Domaine Henri Delagrange 2014 Champans Premier Cru  (Volnay),Pinot Noir,Domaine Henri Delagrange
France,94,106,Burgundy,Domaine Bertagna 2015 Les Beaux Monts Premier Cru  (Vosne-Romanée),Pinot Noir,Domaine Bertagna
US,92,105,Oregon,Adelsheim 2010 Winderlea Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Adelsheim
New Zealand,93,105,Martinborough,Craggy Range 2013 Aroha Te Muna Pinot Noir (Martinborough),Pinot Noir,Craggy Range
US,94,105,Oregon,Ponzi 2014 Abetina Pinot Noir (Willamette Valley),Pinot Noir,Ponzi
France,90,105,Burgundy,Domaine de Bellene 2012 Vieilles Vignes  (Nuits-St.-Georges),Pinot Noir,Domaine de Bellene
US,95,105,California,Williams Selyem 2012 Williams Selyem Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
US,94,105,Oregon,Ponzi 2014 Abetina Pinot Noir (Willamette Valley),Pinot Noir,Ponzi
US,94,105,California,Williams Selyem 2014 Williams Selyem Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
US,95,105,California,Williams Selyem 2013 Williams Selyem Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
France,93,105,Burgundy,Château de Santenay 2015 Les Pruliers Premier Cru  (Nuits-St.-Georges),Pinot Noir,Château de Santenay
US,94,105,Oregon,Adelsheim 2013 Winderlea Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Adelsheim
US,93,105,Oregon,Adelsheim 2012 Nicholas Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Adelsheim
US,92,105,Oregon,Adelsheim 2010 Quarter Mile Lane Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Adelsheim
France,93,105,Burgundy,Domaine Chanson 2011 Clos des Mouches Premier Cru  (Beaune),Pinot Noir,Domaine Chanson
US,92,105,Oregon,Adelsheim 2009 Quarter Mile Lane Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Adelsheim
US,92,105,Oregon,Adelsheim 2009 Winderlea Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Adelsheim
France,92,105,Burgundy,Domaine Henri Delagrange 2014 Clos de Chênes Premier Cru  (Volnay),Pinot Noir,Domaine Henri Delagrange
US,94,105,Oregon,Ponzi 2014 Avellana Pinot Noir (Willamette Valley),Pinot Noir,Ponzi
France,93,105,Burgundy,Maison Jessiaume 2008  Clos de Vougeot,Pinot Noir,Maison Jessiaume
US,90,105,Oregon,Adelsheim 2013 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Adelsheim
France,93,105,Burgundy,Domaines Devillard 2011 Domaine des Perdrix Aux Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaines Devillard
France,92,105,Burgundy,Louis Latour 2015 Les Damodes Premier Cru  (Nuits-St.-Georges),Pinot Noir,Louis Latour
US,90,105,Oregon,Adelsheim 2013 Nicholas Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Adelsheim
France,90,105,Burgundy,Louis Latour 2014 Les Damodes Premier Cru  (Nuits-St.-Georges),Pinot Noir,Louis Latour
France,91,104,Burgundy,Domaine Maillard 2011  Corton Les Renardes,Pinot Noir,Domaine Maillard
France,94,104,Burgundy,Domaine Henri Delagrange 2014 Les Bertins Premier Cru  (Pommard),Pinot Noir,Domaine Henri Delagrange
France,92,104,Burgundy,Albert Bichot 2014 Domaine du Clos Frantin  (Vosne-Romanée),Pinot Noir,Albert Bichot
France,93,104,Burgundy,Domaine Maillard 2013  Corton,Pinot Noir,Domaine Maillard
France,91,104,Burgundy,Domaine Maillard 2011  Corton Les Renardes,Pinot Noir,Domaine Maillard
France,93,104,Burgundy,Domaine Maillard 2013  Corton,Pinot Noir,Domaine Maillard
France,93,103,Burgundy,Jean-Luc and Paul Aegerter 2015 Les Rugiens Hauts Premier Cru  (Pommard),Pinot Noir,Jean-Luc and Paul Aegerter
France,93,103,Burgundy,Jean-Luc and Paul Aegerter 2015 Les Rugiens Hauts Premier Cru  (Pommard),Pinot Noir,Jean-Luc and Paul Aegerter
France,92,103,Burgundy,Domaine Jacques Prieur 2014 Premier Cru  (Gevrey-Chambertin),Pinot Noir,Domaine Jacques Prieur
France,92,103,Burgundy,Jean-Luc and Paul Aegerter 2015 Les Arvelets Premier Cru  (Pommard),Pinot Noir,Jean-Luc and Paul Aegerter
US,96,102,California,Clos de la Tech 2012 Domaine Du Docteur Rodgers Pinot Noir (Santa Cruz Mountains),Pinot Noir,Clos de la Tech
France,88,102,Burgundy,Jean-Luc and Paul Aegerter 2013  Chambolle-Musigny,Pinot Noir,Jean-Luc and Paul Aegerter
US,93,102,California,Clos de la Tech 2009 Domaine du Docteur Rodgers Pinot Noir (San Francisco Bay),Pinot Noir,Clos de la Tech
France,91,101,Burgundy,Domaine Faiveley 2011 Les Porets Saint-Georges Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Faiveley
France,93,101,Burgundy,Jean-Luc and Paul Aegerter 2014 Les Damodes Premier Cru  (Nuits-St.-Georges),Pinot Noir,Jean-Luc and Paul Aegerter
US,94,100,Oregon,Trisaetum 2014 Family Reserve MMXIV Pinot Noir (Willamette Valley),Pinot Noir,Trisaetum
US,93,100,California,Tolosa 2015 Hollister Edna Ranch Pinot Noir (Edna Valley),Pinot Noir,Tolosa
US,92,100,Oregon,Archery Summit 2008 Arcus Estate Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit
US,94,100,California,Lookout Ridge 2006 Greg La Follette Van de Kamp Vineyard Pinot Noir (Sonoma Mountain),Pinot Noir,Lookout Ridge
France,94,100,Burgundy,Domaine Chanson 2011 Clos des Fèves Premier Cru  (Beaune),Pinot Noir,Domaine Chanson
New Zealand,91,100,Martinborough,Dry River 2008 Pinot Noir (Martinborough),Pinot Noir,Dry River
US,91,100,California,Sonoma Coast Vineyards 2005 Balistreri Family Vineyard Freestone View Block Pinot Noir (Sonoma Coast),Pinot Noir,Sonoma Coast Vineyards
US,92,100,Oregon,Torii Mor 2006 Olson Vineyard Old Vine Reserve Pinot Noir (Dundee Hills),Pinot Noir,Torii Mor
US,91,100,Oregon,Lachini 2014 Prima Pinot Noir (Chehalem Mountains),Pinot Noir,Lachini
US,88,100,Oregon,Hyland 2014 Founders' Selection Pinot Noir (McMinnville),Pinot Noir,Hyland
US,92,100,Oregon,Elk Cove 2014 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Elk Cove
US,92,100,California,Foxen 2011 Sea Smoke Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen
US,91,100,California,Lynmar 2012 Five Sisters Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
France,93,100,Burgundy,Domaines Devillard 2014 Domaine des Perdrix Les Terres Blanches Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaines Devillard
US,92,100,California,Chamisal Vineyards 2013 Monologue Pinot Noir (Edna Valley),Pinot Noir,Chamisal Vineyards
France,93,100,Burgundy,Arnaud Baillot 2015 Les Platières Premier Cru  (Pommard),Pinot Noir,Arnaud Baillot
France,92,100,Burgundy,Louis Latour 2014 En Chevret Premier Cru  (Volnay),Pinot Noir,Louis Latour
US,93,100,Oregon,Archery Summit 2011 Arcus Estate Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit
US,92,100,California,Donum 2009 Thomas Estate Pinot Noir (Carneros),Pinot Noir,Donum
France,93,100,Burgundy,Domaine de Bellene 2012 Les Grèves Premier Cru  (Beaune),Pinot Noir,Domaine de Bellene
France,91,100,Burgundy,Domaine Bertagna 2008 Les Beaux-Monts  (Vosne-Romanée),Pinot Noir,Domaine Bertagna
Chile,87,100,Casablanca Valley,Viña Casablanca 2014 Pinot del Cerro Pinot Noir (Casablanca Valley),Pinot Noir,Viña Casablanca
US,92,100,Oregon,Elk Cove 2014 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Elk Cove
France,93,100,Burgundy,Benjamin Leroux 2011 Aux Thorey Premier Cru  (Nuits-St.-Georges),Pinot Noir,Benjamin Leroux
US,93,100,California,Patz & Hall 2014 Pisoni VIneyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Patz & Hall
